locus_tag	ftype	length_bp	gene	EC_number	COG	product
JBCMMFKD_00323	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
JBCMMFKD_00324	CDS	855	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
JBCMMFKD_00325	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
JBCMMFKD_00326	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
JBCMMFKD_00327	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
JBCMMFKD_00328	CDS	306	ynfD			putative protein YnfD
JBCMMFKD_00329	CDS	747				hypothetical protein
JBCMMFKD_00330	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
JBCMMFKD_00331	CDS	342				hypothetical protein
JBCMMFKD_00332	CDS	327				hypothetical protein
JBCMMFKD_00333	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
JBCMMFKD_00334	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
JBCMMFKD_00335	CDS	975	intQ_1		COG0582	Putative defective protein IntQ
JBCMMFKD_00336	CDS	237				hypothetical protein
JBCMMFKD_00337	CDS	2472				hypothetical protein
JBCMMFKD_00338	CDS	192				hypothetical protein
JBCMMFKD_00339	CDS	189				hypothetical protein
JBCMMFKD_00340	CDS	201				hypothetical protein
JBCMMFKD_00341	CDS	366				hypothetical protein
JBCMMFKD_00342	CDS	153				hypothetical protein
JBCMMFKD_00343	CDS	408				hypothetical protein
JBCMMFKD_00344	CDS	228				hypothetical protein
JBCMMFKD_00345	CDS	522				hypothetical protein
JBCMMFKD_00346	CDS	966				hypothetical protein
JBCMMFKD_00347	CDS	423				hypothetical protein
JBCMMFKD_00348	CDS	234				hypothetical protein
JBCMMFKD_00349	CDS	666	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
JBCMMFKD_00350	CDS	213				hypothetical protein
JBCMMFKD_00351	CDS	252				hypothetical protein
JBCMMFKD_00352	CDS	651				hypothetical protein
JBCMMFKD_00353	CDS	378				hypothetical protein
JBCMMFKD_00354	CDS	525	blc_1		COG3040	Outer membrane lipoprotein Blc
JBCMMFKD_00355	CDS	150				hypothetical protein
JBCMMFKD_00356	CDS	408				hypothetical protein
JBCMMFKD_00357	CDS	621	yciO		COG0009	putative protein YciO
JBCMMFKD_00358	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
JBCMMFKD_00359	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
JBCMMFKD_00360	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
JBCMMFKD_00361	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
JBCMMFKD_00362	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
JBCMMFKD_00363	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
JBCMMFKD_00364	CDS	180				hypothetical protein
JBCMMFKD_00365	CDS	501	yciF		COG3685	Protein YciF
JBCMMFKD_00366	CDS	507	yciE		COG3685	Protein YciE
JBCMMFKD_00367	CDS	639	ompW		COG3047	Outer membrane protein W
JBCMMFKD_00368	CDS	744				hypothetical protein
JBCMMFKD_00369	CDS	540	yciB		COG2917	putative intracellular septation protein A
JBCMMFKD_00370	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
JBCMMFKD_00371	CDS	735	tonB		COG0810	Protein TonB
JBCMMFKD_00372	CDS	297	yciI		COG2350	Protein YciI
JBCMMFKD_00373	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
JBCMMFKD_00374	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
JBCMMFKD_00375	CDS	330				hypothetical protein
JBCMMFKD_00376	CDS	1005	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JBCMMFKD_00377	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
JBCMMFKD_00378	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
JBCMMFKD_00379	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
JBCMMFKD_00380	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
JBCMMFKD_00381	CDS	162				hypothetical protein
JBCMMFKD_00382	CDS	156				hypothetical protein
JBCMMFKD_00383	CDS	648				hypothetical protein
JBCMMFKD_00384	CDS	2676	adhE		COG1012	Aldehyde-alcohol dehydrogenase
JBCMMFKD_00385	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
JBCMMFKD_00386	CDS	414	hns		COG2916	DNA-binding protein H-NS
JBCMMFKD_00387	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
JBCMMFKD_00388	CDS	1014	rssB		COG0784	Regulator of RpoS
JBCMMFKD_00389	CDS	945			COG1752	putative NTE family protein
JBCMMFKD_00390	CDS	459				hypothetical protein
JBCMMFKD_00391	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
JBCMMFKD_00392	tRNA	85				tRNA-Tyr(gta)
JBCMMFKD_00393	tRNA	85				tRNA-Tyr(gta)
JBCMMFKD_00394	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
JBCMMFKD_00395	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
JBCMMFKD_00396	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
JBCMMFKD_00397	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
JBCMMFKD_00398	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
JBCMMFKD_00399	CDS	219				hypothetical protein
JBCMMFKD_00400	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
JBCMMFKD_00401	CDS	651	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
JBCMMFKD_00402	CDS	1431				Invasin
JBCMMFKD_00403	CDS	354	ychN		COG1553	Protein YchN
JBCMMFKD_00404	CDS	717	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
JBCMMFKD_00405	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
JBCMMFKD_00406	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
JBCMMFKD_00407	CDS	108	ldrA_1			Small toxic polypeptide LdrA
JBCMMFKD_00408	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
JBCMMFKD_00409	CDS	810				hypothetical protein
JBCMMFKD_00410	CDS	393	ychQ		COG3094	Protein YchQ
JBCMMFKD_00411	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
JBCMMFKD_00412	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
JBCMMFKD_00413	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
JBCMMFKD_00414	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
JBCMMFKD_00415	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
JBCMMFKD_00416	CDS	1014	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
JBCMMFKD_00417	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
JBCMMFKD_00418	CDS	279				hypothetical protein
JBCMMFKD_00419	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
JBCMMFKD_00420	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
JBCMMFKD_00421	CDS	180				hypothetical protein
JBCMMFKD_00422	CDS	2868				hypothetical protein
JBCMMFKD_00423	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
JBCMMFKD_00424	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
JBCMMFKD_00425	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
JBCMMFKD_00426	CDS	1419	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
JBCMMFKD_00427	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
JBCMMFKD_00428	CDS	441				hypothetical protein
JBCMMFKD_00429	CDS	255				hypothetical protein
JBCMMFKD_00430	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
JBCMMFKD_00431	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
JBCMMFKD_00432	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
JBCMMFKD_00433	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
JBCMMFKD_00434	CDS	150				hypothetical protein
JBCMMFKD_00435	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
JBCMMFKD_00436	CDS	1299	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
JBCMMFKD_00437	CDS	1533				hypothetical protein
JBCMMFKD_00438	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
JBCMMFKD_00439	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
JBCMMFKD_00440	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
JBCMMFKD_00441	CDS	1269	umuC		COG0389	Protein UmuC
JBCMMFKD_00442	CDS	420	umuD	3.4.21.-	COG1974	Protein UmuD
JBCMMFKD_00443	CDS	516	hlyE_1			Hemolysin E, chromosomal
JBCMMFKD_00444	CDS	432	hlyE_2			Hemolysin E, chromosomal
JBCMMFKD_00445	CDS	447				hypothetical protein
JBCMMFKD_00446	CDS	660	ycgM		COG0179	putative protein YcgM
JBCMMFKD_00447	CDS	294	ycgL		COG3100	Protein YcgL
JBCMMFKD_00448	CDS	402	pliG			Inhibitor of g-type lysozyme
JBCMMFKD_00449	CDS	369				hypothetical protein
JBCMMFKD_00450	CDS	696	minC		COG0850	Septum site-determining protein MinC
JBCMMFKD_00451	CDS	813	minD		COG2894	Septum site-determining protein MinD
JBCMMFKD_00452	CDS	267	minE		COG0851	Cell division topological specificity factor
JBCMMFKD_00453	CDS	285				hypothetical protein
JBCMMFKD_00454	CDS	330	ymgD			putative protein YmgD
JBCMMFKD_00455	CDS	1017	icsA_1		COG3468	Outer membrane protein IcsA autotransporter
JBCMMFKD_00456	CDS	1521				hypothetical protein
JBCMMFKD_00457	CDS	219	ymgF			Inner membrane protein YmgF
JBCMMFKD_00458	CDS	1524	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
JBCMMFKD_00459	CDS	249	ymgC			putative protein YmgC
JBCMMFKD_00460	CDS	267	ariR			putative two-component-system connector protein AriR
JBCMMFKD_00461	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
JBCMMFKD_00462	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
JBCMMFKD_00463	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
JBCMMFKD_00464	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
JBCMMFKD_00465	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
JBCMMFKD_00466	CDS	768	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
JBCMMFKD_00467	CDS	792	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
JBCMMFKD_00468	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
JBCMMFKD_00469	CDS	960	ssuA			Putative aliphatic sulfonates-binding protein
JBCMMFKD_00470	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
JBCMMFKD_00471	CDS	540	elfA			Fimbrial subunit ElfA
JBCMMFKD_00472	CDS	702	elfD		COG3121	putative fimbrial chaperone protein ElfD
JBCMMFKD_00473	CDS	2601	elfC		COG3188	putative outer membrane usher protein ElfC
JBCMMFKD_00474	CDS	1071	elfG		COG3539	putative fimbrial-like protein ElfG
JBCMMFKD_00475	CDS	543	ycbU		COG3539	putative fimbrial-like protein YcbU
JBCMMFKD_00476	CDS	564	ycbV		COG3539	putative fimbrial-like protein YcbV
JBCMMFKD_00477	CDS	690	ycbF		COG3121	putative fimbrial chaperone YcbF
JBCMMFKD_00478	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
JBCMMFKD_00479	CDS	543	zapC			Cell division protein ZapC
JBCMMFKD_00480	CDS	1110	ycbX		COG0633	putative protein YcbX
JBCMMFKD_00481	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
JBCMMFKD_00482	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
JBCMMFKD_00483	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
JBCMMFKD_00484	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
JBCMMFKD_00485	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
JBCMMFKD_00486	CDS	168	rmf		COG3130	Ribosome modulation factor
JBCMMFKD_00487	CDS	627	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
JBCMMFKD_00488	CDS	1761	lon_1	3.4.21.53		Lon protease
JBCMMFKD_00489	CDS	453	matP		COG3120	Macrodomain Ter protein
JBCMMFKD_00490	CDS	1041	ompA		COG2885	Outer membrane protein A
JBCMMFKD_00491	CDS	510	sulA		COG5404	Cell division inhibitor SulA
JBCMMFKD_00492	CDS	630	sxy		COG3070	Protein Sxy
JBCMMFKD_00493	CDS	2163	yccS		COG1289	Inner membrane protein YccS
JBCMMFKD_00494	CDS	447	yccF		COG3304	Inner membrane protein YccF
JBCMMFKD_00495	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
JBCMMFKD_00496	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
JBCMMFKD_00497	CDS	663				hypothetical protein
JBCMMFKD_00498	CDS	414	yccU		COG1832	putative protein YccU
JBCMMFKD_00499	CDS	318	hspQ		COG3785	Heat shock protein HspQ
JBCMMFKD_00500	CDS	1176	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
JBCMMFKD_00501	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
JBCMMFKD_00502	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
JBCMMFKD_00503	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
JBCMMFKD_00504	tRNA	88				tRNA-Ser(tga)
JBCMMFKD_00505	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
JBCMMFKD_00506	CDS	1794	hyaB	1.12.99.6	COG0374	Hydrogenase-1 large chain
JBCMMFKD_00507	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
JBCMMFKD_00508	CDS	588	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
JBCMMFKD_00509	CDS	399	hyaE			Hydrogenase-1 operon protein HyaE
JBCMMFKD_00510	CDS	858				hypothetical protein
JBCMMFKD_00511	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
JBCMMFKD_00512	CDS	1137	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
JBCMMFKD_00513	CDS	93	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
JBCMMFKD_00514	CDS	1299	appA			Periplasmic AppA protein
JBCMMFKD_00515	CDS	2181	etk	2.7.10.-	COG0489	Tyrosine-protein kinase etk
JBCMMFKD_00516	CDS	447	etp	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
JBCMMFKD_00517	CDS	1161				hypothetical protein
JBCMMFKD_00518	CDS	2097				hypothetical protein
JBCMMFKD_00519	CDS	747				hypothetical protein
JBCMMFKD_00520	CDS	645	gfcB_1			putative lipoprotein GfcB
JBCMMFKD_00521	CDS	306	gfcA			Threonine-rich inner membrane protein GfcA
JBCMMFKD_00522	CDS	213	cspG		COG1278	Cold shock-like protein CspG
JBCMMFKD_00523	CDS	174	gnsA_1			Protein GnsA
JBCMMFKD_00524	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
JBCMMFKD_00525	CDS	2700	torS	2.7.13.3	COG0784	Sensor protein TorS
JBCMMFKD_00526	CDS	1029	torT		COG1879	Periplasmic protein TorT
JBCMMFKD_00527	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
JBCMMFKD_00528	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
JBCMMFKD_00529	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
JBCMMFKD_00530	CDS	600	torD		COG3381	Chaperone protein TorD
JBCMMFKD_00531	CDS	306	cbpM			Chaperone modulatory protein CbpM
JBCMMFKD_00532	CDS	921	cbpA		COG2214	Curved DNA-binding protein
JBCMMFKD_00533	CDS	1260				hypothetical protein
JBCMMFKD_00534	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
JBCMMFKD_00535	CDS	228	yccJ			putative protein YccJ
JBCMMFKD_00536	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
JBCMMFKD_00537	CDS	174				hypothetical protein
JBCMMFKD_00538	CDS	1329	rutG		COG2233	Putative pyrimidine permease RutG
JBCMMFKD_00539	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
JBCMMFKD_00540	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
JBCMMFKD_00541	CDS	801	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
JBCMMFKD_00542	CDS	387	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
JBCMMFKD_00543	CDS	696	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
JBCMMFKD_00544	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
JBCMMFKD_00545	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
JBCMMFKD_00546	CDS	3963	putA		COG0506	Bifunctional protein PutA
JBCMMFKD_00547	CDS	1509	putP		COG0591	Sodium/proline symporter
JBCMMFKD_00548	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
JBCMMFKD_00549	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
JBCMMFKD_00550	CDS	1272	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
JBCMMFKD_00551	CDS	1065	phoH		COG1702	Protein PhoH
JBCMMFKD_00552	CDS	414	pgaD			Biofilm PGA synthesis protein PgaD
JBCMMFKD_00553	CDS	1326	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
JBCMMFKD_00554	CDS	2019	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
JBCMMFKD_00555	CDS	2424	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
JBCMMFKD_00556	CDS	1359	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
JBCMMFKD_00557	CDS	1278	exuT_1			Hexuronate transporter
JBCMMFKD_00558	CDS	450	rplI		COG0359	50S ribosomal protein L9
JBCMMFKD_00559	CDS	228	rpsR		COG0238	30S ribosomal protein S18
JBCMMFKD_00560	CDS	315	priB		COG2965	Primosomal replication protein N
JBCMMFKD_00561	CDS	396	rpsF		COG0360	30S ribosomal protein S6
JBCMMFKD_00562	CDS	276				hypothetical protein
JBCMMFKD_00563	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
JBCMMFKD_00564	CDS	855	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
JBCMMFKD_00565	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
JBCMMFKD_00566	CDS	465	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
JBCMMFKD_00567	CDS	306	ulaB	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
JBCMMFKD_00568	CDS	1398	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
JBCMMFKD_00569	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
JBCMMFKD_00570	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
JBCMMFKD_00571	CDS	750				hypothetical protein
JBCMMFKD_00572	CDS	330	bsmA			Lipoprotein BsmA
JBCMMFKD_00573	CDS	276				hypothetical protein
JBCMMFKD_00574	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
JBCMMFKD_00575	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
JBCMMFKD_00576	CDS	639				hypothetical protein
JBCMMFKD_00577	CDS	399				hypothetical protein
JBCMMFKD_00578	CDS	660				hypothetical protein
JBCMMFKD_00579	CDS	699				hypothetical protein
JBCMMFKD_00580	CDS	402				hypothetical protein
JBCMMFKD_00581	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
JBCMMFKD_00582	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
JBCMMFKD_00583	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
JBCMMFKD_00584	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
JBCMMFKD_00585	CDS	198				hypothetical protein
JBCMMFKD_00586	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
JBCMMFKD_00587	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
JBCMMFKD_00588	CDS	1281	hflX		COG2262	GTPase HflX
JBCMMFKD_00589	CDS	309	hfq		COG1923	RNA-binding protein Hfq
JBCMMFKD_00590	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
JBCMMFKD_00591	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
JBCMMFKD_00592	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
JBCMMFKD_00593	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
JBCMMFKD_00594	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
JBCMMFKD_00595	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
JBCMMFKD_00596	tRNA	76				tRNA-Gly(gcc)
JBCMMFKD_00597	tRNA	76				tRNA-Gly(gcc)
JBCMMFKD_00598	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
JBCMMFKD_00599	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
JBCMMFKD_00600	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
JBCMMFKD_00601	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
JBCMMFKD_00602	CDS	1458	yjeM			Inner membrane transporter YjeM
JBCMMFKD_00603	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
JBCMMFKD_00604	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
JBCMMFKD_00605	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
JBCMMFKD_00606	CDS	396	frdC		COG3029	Fumarate reductase subunit C
JBCMMFKD_00607	CDS	360	frdD		COG3080	Fumarate reductase subunit D
JBCMMFKD_00608	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
JBCMMFKD_00609	CDS	537	blc_2		COG3040	Outer membrane lipoprotein Blc
JBCMMFKD_00610	CDS	318	gdx		COG2076	Guanidinium exporter
JBCMMFKD_00611	CDS	147				hypothetical protein
JBCMMFKD_00612	CDS	126				hypothetical protein
JBCMMFKD_00613	CDS	567	efp		COG0231	Elongation factor P
JBCMMFKD_00614	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
JBCMMFKD_00615	CDS	870				hypothetical protein
JBCMMFKD_00616	CDS	354				hypothetical protein
JBCMMFKD_00617	CDS	1647	groL			60 kDa chaperonin
JBCMMFKD_00618	CDS	294	groS		COG0234	10 kDa chaperonin
JBCMMFKD_00619	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
JBCMMFKD_00620	CDS	477				hypothetical protein
JBCMMFKD_00621	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
JBCMMFKD_00622	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
JBCMMFKD_00623	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
JBCMMFKD_00624	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
JBCMMFKD_00625	CDS	576				hypothetical protein
JBCMMFKD_00626	tRNA	76				tRNA-Phe(gaa)
JBCMMFKD_00627	CDS	1539	cadC		COG3710	Transcriptional activator CadC
JBCMMFKD_00628	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
JBCMMFKD_00629	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
JBCMMFKD_00630	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
JBCMMFKD_00631	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
JBCMMFKD_00632	CDS	174	ghoT			Toxin GhoT
JBCMMFKD_00633	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
JBCMMFKD_00634	CDS	273	yjdJ		COG2388	putative protein YjdJ
JBCMMFKD_00635	CDS	231				hypothetical protein
JBCMMFKD_00636	CDS	912	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
JBCMMFKD_00637	CDS	711	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
JBCMMFKD_00638	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
JBCMMFKD_00639	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
JBCMMFKD_00640	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
JBCMMFKD_00641	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
JBCMMFKD_00642	CDS	1410	melB		COG2211	Melibiose carrier protein
JBCMMFKD_00643	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
JBCMMFKD_00644	CDS	909	melR_1			Melibiose operon regulatory protein
JBCMMFKD_00645	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
JBCMMFKD_00646	CDS	762	gadX_1			HTH-type transcriptional regulator GadX
JBCMMFKD_00647	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
JBCMMFKD_00648	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
JBCMMFKD_00649	CDS	669	basR			Transcriptional regulatory protein BasR
JBCMMFKD_00650	CDS	1101	basS	2.7.13.3		Sensor protein BasS
JBCMMFKD_00651	CDS	90				hypothetical protein
JBCMMFKD_00652	CDS	1503	proP			Proline/betaine transporter
JBCMMFKD_00653	CDS	879				hypothetical protein
